month,ic_signal_vs_lag1_actual,中债-新综合财富(3-5年)指数__next_1m,position,bond_ret_next_1m,strategy_ret,is_trade,signal_value,strategy_ret_abs,positive_rank,negative_rank,abs_rank,scheme_choice,scheme_label,signal_name,signal_col,signal_label,trade_side,trade_side_label,threshold,target_clean,duration_bucket,index_type,series_family,中债-新综合净价(3-5年)指数__next_1m,中债-新综合全价(3-5年)指数__next_1m,中债-综合财富(3-5年)指数__next_1m,中债-综合净价(3-5年)指数__next_1m,中债-综合全价(3-5年)指数__next_1m,中债-新综合财富(5-7年)指数__next_1m,中债-新综合净价(5-7年)指数__next_1m,中债-新综合全价(5-7年)指数__next_1m,中债-综合财富(5-7年)指数__next_1m,中债-综合净价(5-7年)指数__next_1m,中债-综合全价(5-7年)指数__next_1m,actual_signal_vs_lag1_actual
2023-10,2.6326614203834584,,-1.0,0.0027996123613653,-0.0027996123613653,True,2.6326614203834584,0.0027996123613653,7.0,5.0,9.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(3-5年)指数,3-5年,财富,综合,,,0.0027996123613653,,,,,,,,,
2023-11,2.2142732888521186,,-1.0,0.005036807438977,-0.005036807438977,True,2.2142732888521186,0.005036807438977,9.0,3.0,6.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(3-5年)指数,3-5年,财富,综合,,,0.005036807438977,,,,,,,,,
2020-05,3.3437361047362373,,-1.0,-0.0188289605898823,0.0188289605898823,True,3.3437361047362373,0.0188289605898823,1.0,11.0,1.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,-0.0188289605898823,,,
2020-07,1.6344238288456614,,-1.0,-0.0032297828106744,0.0032297828106744,True,1.6344238288456614,0.0032297828106744,4.0,8.0,10.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,-0.0032297828106744,,,
2020-08,2.381309066459834,,-1.0,-0.0076295280770681,0.0076295280770681,True,2.381309066459834,0.0076295280770681,2.0,10.0,4.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,-0.0076295280770681,,,
2020-10,4.231541728648288,,-1.0,0.004521593160603,-0.004521593160603,True,4.231541728648288,0.004521593160603,7.0,5.0,8.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.004521593160603,,,
2020-11,3.761110439796809,,-1.0,0.0081196664503775,-0.0081196664503775,True,3.761110439796809,0.0081196664503775,10.0,2.0,3.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.0081196664503775,,,
2022-07,5.775776962143659,,-1.0,0.0085083173766815,-0.0085083173766815,True,5.775776962143659,0.0085083173766815,11.0,1.0,2.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.0085083173766815,,,
2022-08,4.114822655610393,,-1.0,-0.006004763595242,0.006004763595242,True,4.114822655610393,0.006004763595242,3.0,9.0,7.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,-0.006004763595242,,,
2023-04,3.921063058674739,,-1.0,0.006893353802104,-0.006893353802104,True,3.921063058674739,0.006893353802104,9.0,3.0,5.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.006893353802104,,,
2023-05,3.7241633041401085,,-1.0,0.0038987471894367,-0.0038987471894367,True,3.7241633041401085,0.0038987471894367,6.0,6.0,9.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.0038987471894367,,,
2023-10,2.6326614203834584,,-1.0,0.0015122612384228,-0.0015122612384228,True,2.6326614203834584,0.0015122612384228,5.0,7.0,11.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.0015122612384228,,,
2023-11,2.2142732888521186,,-1.0,0.0062831905877303,-0.0062831905877303,True,2.2142732888521186,0.0062831905877303,8.0,4.0,6.0,vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,short_on_strong_growth,增长明显走强时做空债券,1.0,中债-综合财富(5-7年)指数,5-7年,财富,综合,,,,,,,,,0.0062831905877303,,,
